racetrack,country,continent,length,length_type,track_type,race_name,organizer,race_rank,race_type,race_special,latitude,longitude
Hoàn Kiếm (KH),Vietnam,Asia,1800,Mile,Turf,AceStudio Hoàn Kiếm (KH) 1800m Turf,AceStudio,1,G1,,21.02800186,105.852521
Hoàn Kiếm (KH),Vietnam,Asia,2000,Medium,Turf,AceStudio Hoàn Kiếm (KH) 2000m Turf,AceStudio,1,G1,,21.02800186,105.852521
Hoàn Kiếm (KH),Vietnam,Asia,2300,Medium,Turf,AceStudio Hoàn Kiếm (KH) 2300m Turf,AceStudio,1,G1,,21.02800186,105.852521
Hoàn Kiếm (KH),Vietnam,Asia,2400,Long,Turf,AceStudio Hoàn Kiếm (KH) 2400m Turf,AceStudio,1,G1,,21.02800186,105.852521
Hoàn Kiếm (KH),Vietnam,Asia,2500,Long,Turf,AceStudio Hoàn Kiếm (KH) 2500m Turf,AceStudio,1,G1,,21.02800186,105.852521
Hoàn Kiếm (KH),Vietnam,Asia,3400,Long,Turf,AceStudio Hoàn Kiếm (KH) 3400m Turf,AceStudio,1,G1,,21.02800186,105.852521
Hoàn Kiếm (KH),Vietnam,Asia,1300,Sprint,Dirt,AceStudio Hoàn Kiếm (KH) 1300m Dirt,AceStudio,1,G1,,21.02800186,105.852521
Hoàn Kiếm (KH),Vietnam,Asia,1400,Sprint,Dirt,AceStudio Hoàn Kiếm (KH) 1400m Dirt,AceStudio,1,G1,,21.02800186,105.852521
Hoàn Kiếm (KH),Vietnam,Asia,1600,Mile,Dirt,AceStudio Hoàn Kiếm (KH) 1600m Dirt,AceStudio,1,G1,,21.02800186,105.852521
Hoàn Kiếm (KH),Vietnam,Asia,2100,Medium,Dirt,AceStudio Hoàn Kiếm (KH) 2100m Dirt,AceStudio,1,G1,,21.02800186,105.852521
Hoàn Kiếm (KH),Vietnam,Asia,2400,Long,Dirt,AceStudio Hoàn Kiếm (KH) 2400m Dirt,AceStudio,1,G1,,21.02800186,105.852521
Quan Lạn,Vietnam,Asia,1000,Sprint,Turf,AceStudio Quan Lạn 1000m Turf,AceStudio,1,G1,,20.86964631,107.4862732
Quan Lạn,Vietnam,Asia,1300,Sprint,Turf,AceStudio Quan Lạn 1300m Turf,AceStudio,1,G1,,20.86964631,107.4862732
Quan Lạn,Vietnam,Asia,1400,Sprint,Turf,AceStudio Quan Lạn 1400m Turf,AceStudio,1,G1,,20.86964631,107.4862732
Quan Lạn,Vietnam,Asia,1500,Mile,Turf,AceStudio Quan Lạn 1500m Turf,AceStudio,1,G1,,20.86964631,107.4862732
Quan Lạn,Vietnam,Asia,1600,Mile,Turf,AceStudio Quan Lạn 1600m Turf,AceStudio,1,G1,,20.86964631,107.4862732
Quan Lạn,Vietnam,Asia,1670,Mile,Turf,AceStudio Quan Lạn 1670m Turf,AceStudio,1,G1,,20.86964631,107.4862732
Quan Lạn,Vietnam,Asia,1700,Mile,Turf,AceStudio Quan Lạn 1700m Turf,AceStudio,1,G1,,20.86964631,107.4862732
Quan Lạn,Vietnam,Asia,1800,Mile,Turf,AceStudio Quan Lạn 1800m Turf,AceStudio,1,G1,,20.86964631,107.4862732
Quan Lạn,Vietnam,Asia,1900,Medium,Turf,AceStudio Quan Lạn 1900m Turf,AceStudio,1,G1,,20.86964631,107.4862732
Quan Lạn,Vietnam,Asia,2200,Medium,Turf,AceStudio Quan Lạn 2200m Turf,AceStudio,1,G1,,20.86964631,107.4862732
Quan Lạn,Vietnam,Asia,2400,Long,Turf,AceStudio Quan Lạn 2400m Turf,AceStudio,1,G1,,20.86964631,107.4862732
Quan Lạn,Vietnam,Asia,3200,Long,Turf,AceStudio Quan Lạn 3200m Turf,AceStudio,1,G1,,20.86964631,107.4862732
Quan Lạn,Vietnam,Asia,1000,Sprint,Dirt,AceStudio Quan Lạn 1000m Dirt,AceStudio,1,G1,,20.86964631,107.4862732
Quan Lạn,Vietnam,Asia,1100,Sprint,Dirt,AceStudio Quan Lạn 1100m Dirt,AceStudio,1,G1,,20.86964631,107.4862732
Quan Lạn,Vietnam,Asia,1200,Sprint,Dirt,AceStudio Quan Lạn 1200m Dirt,AceStudio,1,G1,,20.86964631,107.4862732
Quan Lạn,Vietnam,Asia,1300,Sprint,Dirt,AceStudio Quan Lạn 1300m Dirt,AceStudio,1,G1,,20.86964631,107.4862732
Quan Lạn,Vietnam,Asia,1400,Sprint,Dirt,AceStudio Quan Lạn 1400m Dirt,AceStudio,1,G1,,20.86964631,107.4862732
Quan Lạn,Vietnam,Asia,1600,Mile,Dirt,AceStudio Quan Lạn 1600m Dirt,AceStudio,1,G1,,20.86964631,107.4862732
Quan Lạn,Vietnam,Asia,1700,Mile,Dirt,AceStudio Quan Lạn 1700m Dirt,AceStudio,1,G1,,20.86964631,107.4862732
Quan Lạn,Vietnam,Asia,1800,Mile,Dirt,AceStudio Quan Lạn 1800m Dirt,AceStudio,1,G1,,20.86964631,107.4862732
Quan Lạn,Vietnam,Asia,1000,Sprint,Synthetic,AceStudio Quan Lạn 1000m Synthetic,AceStudio,1,G1,,20.86964631,107.4862732
Quan Lạn,Vietnam,Asia,1100,Sprint,Synthetic,AceStudio Quan Lạn 1100m Synthetic,AceStudio,1,G1,,20.86964631,107.4862732
Quan Lạn,Vietnam,Asia,1500,Mile,Synthetic,AceStudio Quan Lạn 1500m Synthetic,AceStudio,1,G1,,20.86964631,107.4862732
Quan Lạn,Vietnam,Asia,1600,Mile,Synthetic,AceStudio Quan Lạn 1600m Synthetic,AceStudio,1,G1,,20.86964631,107.4862732
Quan Lạn,Vietnam,Asia,1670,Mile,Synthetic,AceStudio Quan Lạn 1670m Synthetic,AceStudio,1,G1,,20.86964631,107.4862732
Quan Lạn,Vietnam,Asia,1700,Mile,Synthetic,AceStudio Quan Lạn 1700m Synthetic,AceStudio,1,G1,,20.86964631,107.4862732
Quan Lạn,Vietnam,Asia,1800,Mile,Synthetic,AceStudio Quan Lạn 1800m Synthetic,AceStudio,1,G1,,20.86964631,107.4862732
Quan Lạn,Vietnam,Asia,1900,Medium,Synthetic,AceStudio Quan Lạn 1900m Synthetic,AceStudio,1,G1,,20.86964631,107.4862732
Giơ-ne-vơ,Vietnam,Asia,1000,Sprint,Turf,AceStudio Giơ-ne-vơ 1000m Turf,AceStudio,1,G1,,21.02420228,105.849192
Giơ-ne-vơ,Vietnam,Asia,1300,Sprint,Turf,AceStudio Giơ-ne-vơ 1300m Turf,AceStudio,1,G1,,21.02420228,105.849192
Giơ-ne-vơ,Vietnam,Asia,1600,Mile,Turf,AceStudio Giơ-ne-vơ 1600m Turf,AceStudio,1,G1,,21.02420228,105.849192
Giơ-ne-vơ,Vietnam,Asia,1700,Mile,Turf,AceStudio Giơ-ne-vơ 1700m Turf,AceStudio,1,G1,,21.02420228,105.849192
Giơ-ne-vơ,Vietnam,Asia,1800,Mile,Turf,AceStudio Giơ-ne-vơ 1800m Turf,AceStudio,1,G1,,21.02420228,105.849192
Giơ-ne-vơ,Vietnam,Asia,2000,Medium,Turf,AceStudio Giơ-ne-vơ 2000m Turf,AceStudio,1,G1,,21.02420228,105.849192
Giơ-ne-vơ,Vietnam,Asia,2700,Long,Turf,AceStudio Giơ-ne-vơ 2700m Turf,AceStudio,1,G1,,21.02420228,105.849192
Giơ-ne-vơ,Vietnam,Asia,1000,Sprint,Dirt,AceStudio Giơ-ne-vơ 1000m Dirt,AceStudio,1,G1,,21.02420228,105.849192
Giơ-ne-vơ,Vietnam,Asia,1200,Sprint,Dirt,AceStudio Giơ-ne-vơ 1200m Dirt,AceStudio,1,G1,,21.02420228,105.849192
Giơ-ne-vơ,Vietnam,Asia,1300,Sprint,Dirt,AceStudio Giơ-ne-vơ 1300m Dirt,AceStudio,1,G1,,21.02420228,105.849192
Giơ-ne-vơ,Vietnam,Asia,1600,Mile,Dirt,AceStudio Giơ-ne-vơ 1600m Dirt,AceStudio,1,G1,,21.02420228,105.849192
Giơ-ne-vơ,Vietnam,Asia,1800,Mile,Dirt,AceStudio Giơ-ne-vơ 1800m Dirt,AceStudio,1,G1,,21.02420228,105.849192
Giơ-ne-vơ,Vietnam,Asia,2000,Medium,Dirt,AceStudio Giơ-ne-vơ 2000m Dirt,AceStudio,1,G1,,21.02420228,105.849192
Giơ-ne-vơ,Vietnam,Asia,2700,Long,Dirt,AceStudio Giơ-ne-vơ 2700m Dirt,AceStudio,1,G1,,21.02420228,105.849192
Đà Rằng,Vietnam,Asia,1000,Sprint,Turf,AceStudio Đà Rằng 1000m Turf,AceStudio,1,G1,,13.07202763,109.3015209
Đà Rằng,Vietnam,Asia,1200,Sprint,Turf,AceStudio Đà Rằng 1200m Turf,AceStudio,1,G1,,13.07202763,109.3015209
Đà Rằng,Vietnam,Asia,1400,Sprint,Turf,AceStudio Đà Rằng 1400m Turf,AceStudio,1,G1,,13.07202763,109.3015209
Đà Rằng,Vietnam,Asia,1600,Mile,Turf,AceStudio Đà Rằng 1600m Turf,AceStudio,1,G1,,13.07202763,109.3015209
Đà Rằng,Vietnam,Asia,2000,Medium,Turf,AceStudio Đà Rằng 2000m Turf,AceStudio,1,G1,,13.07202763,109.3015209
Đà Rằng,Vietnam,Asia,2200,Medium,Turf,AceStudio Đà Rằng 2200m Turf,AceStudio,1,G1,,13.07202763,109.3015209
Đà Rằng,Vietnam,Asia,2400,Long,Turf,AceStudio Đà Rằng 2400m Turf,AceStudio,1,G1,,13.07202763,109.3015209
Đà Rằng,Vietnam,Asia,2900,Long,Turf,AceStudio Đà Rằng 2900m Turf,AceStudio,1,G1,,13.07202763,109.3015209
Đà Rằng,Vietnam,Asia,3000,Long,Turf,AceStudio Đà Rằng 3000m Turf,AceStudio,1,G1,,13.07202763,109.3015209
Đà Rằng,Vietnam,Asia,3200,Long,Turf,AceStudio Đà Rằng 3200m Turf,AceStudio,1,G1,,13.07202763,109.3015209
Đà Rằng,Vietnam,Asia,3600,Long,Turf,AceStudio Đà Rằng 3600m Turf,AceStudio,1,G1,,13.07202763,109.3015209
Đà Rằng,Vietnam,Asia,3700,Long,Turf,AceStudio Đà Rằng 3700m Turf,AceStudio,1,G1,,13.07202763,109.3015209
Đà Rằng,Vietnam,Asia,1000,Sprint,Dirt,AceStudio Đà Rằng 1000m Dirt,AceStudio,1,G1,,13.07202763,109.3015209
Đà Rằng,Vietnam,Asia,1200,Sprint,Dirt,AceStudio Đà Rằng 1200m Dirt,AceStudio,1,G1,,13.07202763,109.3015209
Đà Rằng,Vietnam,Asia,1400,Sprint,Dirt,AceStudio Đà Rằng 1400m Dirt,AceStudio,1,G1,,13.07202763,109.3015209
Đà Rằng,Vietnam,Asia,1600,Mile,Dirt,AceStudio Đà Rằng 1600m Dirt,AceStudio,1,G1,,13.07202763,109.3015209
Đà Rằng,Vietnam,Asia,2000,Medium,Dirt,AceStudio Đà Rằng 2000m Dirt,AceStudio,1,G1,,13.07202763,109.3015209
Đà Rằng,Vietnam,Asia,2200,Medium,Dirt,AceStudio Đà Rằng 2200m Dirt,AceStudio,1,G1,,13.07202763,109.3015209
Đà Rằng,Vietnam,Asia,2400,Long,Dirt,AceStudio Đà Rằng 2400m Dirt,AceStudio,1,G1,,13.07202763,109.3015209
Đà Rằng,Vietnam,Asia,3000,Long,Dirt,AceStudio Đà Rằng 3000m Dirt,AceStudio,1,G1,,13.07202763,109.3015209
Công viên nước trong nhà,Vietnam,Asia,1000,Sprint,Turf,AceStudio Công viên nước trong nhà 1000m Turf,AceStudio,1,G1,,10.76909513,106.6356098
Công viên nước trong nhà,Vietnam,Asia,1100,Sprint,Turf,AceStudio Công viên nước trong nhà 1100m Turf,AceStudio,1,G1,,10.76909513,106.6356098
Công viên nước trong nhà,Vietnam,Asia,1200,Sprint,Turf,AceStudio Công viên nước trong nhà 1200m Turf,AceStudio,1,G1,,10.76909513,106.6356098
Công viên nước trong nhà,Vietnam,Asia,1300,Sprint,Turf,AceStudio Công viên nước trong nhà 1300m Turf,AceStudio,1,G1,,10.76909513,106.6356098
Công viên nước trong nhà,Vietnam,Asia,1400,Sprint,Turf,AceStudio Công viên nước trong nhà 1400m Turf,AceStudio,1,G1,,10.76909513,106.6356098
Công viên nước trong nhà,Vietnam,Asia,1600,Mile,Turf,AceStudio Công viên nước trong nhà 1600m Turf,AceStudio,1,G1,,10.76909513,106.6356098
Công viên nước trong nhà,Vietnam,Asia,1700,Mile,Turf,AceStudio Công viên nước trong nhà 1700m Turf,AceStudio,1,G1,,10.76909513,106.6356098
Công viên nước trong nhà,Vietnam,Asia,1800,Mile,Turf,AceStudio Công viên nước trong nhà 1800m Turf,AceStudio,1,G1,,10.76909513,106.6356098
Công viên nước trong nhà,Vietnam,Asia,2000,Medium,Turf,AceStudio Công viên nước trong nhà 2000m Turf,AceStudio,1,G1,,10.76909513,106.6356098
Công viên nước trong nhà,Vietnam,Asia,2200,Medium,Turf,AceStudio Công viên nước trong nhà 2200m Turf,AceStudio,1,G1,,10.76909513,106.6356098
Công viên nước trong nhà,Vietnam,Asia,2400,Long,Turf,AceStudio Công viên nước trong nhà 2400m Turf,AceStudio,1,G1,,10.76909513,106.6356098
Công viên nước trong nhà,Vietnam,Asia,2600,Long,Turf,AceStudio Công viên nước trong nhà 2600m Turf,AceStudio,1,G1,,10.76909513,106.6356098
Công viên nước trong nhà,Vietnam,Asia,3200,Long,Turf,AceStudio Công viên nước trong nhà 3200m Turf,AceStudio,1,G1,,10.76909513,106.6356098
Công viên nước trong nhà,Vietnam,Asia,3600,Long,Turf,AceStudio Công viên nước trong nhà 3600m Turf,AceStudio,1,G1,,10.76909513,106.6356098
Công viên nước trong nhà,Vietnam,Asia,1000,Sprint,Dirt,AceStudio Công viên nước trong nhà 1000m Dirt,AceStudio,1,G1,,10.76909513,106.6356098
Công viên nước trong nhà,Vietnam,Asia,1100,Sprint,Dirt,AceStudio Công viên nước trong nhà 1100m Dirt,AceStudio,1,G1,,10.76909513,106.6356098
Công viên nước trong nhà,Vietnam,Asia,1200,Sprint,Dirt,AceStudio Công viên nước trong nhà 1200m Dirt,AceStudio,1,G1,,10.76909513,106.6356098
Công viên nước trong nhà,Vietnam,Asia,1300,Sprint,Dirt,AceStudio Công viên nước trong nhà 1300m Dirt,AceStudio,1,G1,,10.76909513,106.6356098
Công viên nước trong nhà,Vietnam,Asia,1400,Sprint,Dirt,AceStudio Công viên nước trong nhà 1400m Dirt,AceStudio,1,G1,,10.76909513,106.6356098
Công viên nước trong nhà,Vietnam,Asia,1600,Mile,Dirt,AceStudio Công viên nước trong nhà 1600m Dirt,AceStudio,1,G1,,10.76909513,106.6356098
Công viên nước trong nhà,Vietnam,Asia,1700,Mile,Dirt,AceStudio Công viên nước trong nhà 1700m Dirt,AceStudio,1,G1,,10.76909513,106.6356098
Công viên nước trong nhà,Vietnam,Asia,1800,Mile,Dirt,AceStudio Công viên nước trong nhà 1800m Dirt,AceStudio,1,G1,,10.76909513,106.6356098
Công viên nước trong nhà,Vietnam,Asia,2000,Medium,Dirt,AceStudio Công viên nước trong nhà 2000m Dirt,AceStudio,1,G1,,10.76909513,106.6356098
Công viên nước trong nhà,Vietnam,Asia,2200,Medium,Dirt,AceStudio Công viên nước trong nhà 2200m Dirt,AceStudio,1,G1,,10.76909513,106.6356098
Công viên nước trong nhà,Vietnam,Asia,2400,Long,Dirt,AceStudio Công viên nước trong nhà 2400m Dirt,AceStudio,1,G1,,10.76909513,106.6356098
TBN ở châu Mỹ,Vietnam,Asia,1600,Mile,Turf,AceStudio TBN ở châu Mỹ 1600m Turf,AceStudio,1,G1,,10.78517758,106.6977107
TBN ở châu Mỹ,Vietnam,Asia,2100,Medium,Turf,AceStudio TBN ở châu Mỹ 2100m Turf,AceStudio,1,G1,,10.78517758,106.6977107
TBN ở châu Mỹ,Vietnam,Asia,2400,Long,Turf,AceStudio TBN ở châu Mỹ 2400m Turf,AceStudio,1,G1,,10.78517758,106.6977107
TBN ở châu Mỹ,Vietnam,Asia,2500,Long,Turf,AceStudio TBN ở châu Mỹ 2500m Turf,AceStudio,1,G1,,10.78517758,106.6977107
TBN ở châu Mỹ,Vietnam,Asia,2800,Long,Turf,AceStudio TBN ở châu Mỹ 2800m Turf,AceStudio,1,G1,,10.78517758,106.6977107
TBN ở châu Mỹ,Vietnam,Asia,1600,Mile,Dirt,AceStudio TBN ở châu Mỹ 1600m Dirt,AceStudio,1,G1,,10.78517758,106.6977107
TBN ở châu Mỹ,Vietnam,Asia,2100,Medium,Dirt,AceStudio TBN ở châu Mỹ 2100m Dirt,AceStudio,1,G1,,10.78517758,106.6977107
TBN ở châu Mỹ,Vietnam,Asia,2400,Long,Dirt,AceStudio TBN ở châu Mỹ 2400m Dirt,AceStudio,1,G1,,10.78517758,106.6977107
TBN ở châu Mỹ,Vietnam,Asia,2500,Long,Dirt,AceStudio TBN ở châu Mỹ 2500m Dirt,AceStudio,1,G1,,10.78517758,106.6977107
TBN ở châu Mỹ,Vietnam,Asia,2800,Long,Dirt,AceStudio TBN ở châu Mỹ 2800m Dirt,AceStudio,1,G1,,10.78517758,106.6977107
Argentino de Palermo,Argentina,South America,2200,Medium,Turf,Gran Premio Gilberto Lerena,HAPSA,1,G1,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,2000,Medium,Dirt,Gran Premio de Honor,HAPSA,1,G1,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1500,Mile,Dirt,Gran Premio Jorge de Atucha,HAPSA,1,G1,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1500,Mile,Dirt,Gran Premio Montevideo,HAPSA,1,G1,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1000,Sprint,Dirt,Gran Premio Ciudad de Buenos Aires,HAPSA,1,G1,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1600,Mile,Dirt,Gran Premio de Las Américas - OSAF,HAPSA,1,G1,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,2000,Medium,Dirt,Gran Premio Criadores,HAPSA,1,G1,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,2000,Medium,Dirt,Gran Premio República Argentina,HAPSA,1,G1,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1600,Mile,Dirt,Gran Premio Estrellas Juvenile Fillies,HAPSA,1,G1,Argentina Gran Premio Estrellas,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1600,Mile,Dirt,Gran Premio Estrellas Juvenile,HAPSA,1,G1,Argentina Gran Premio Estrellas,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1000,Sprint,Dirt,Gran Premio Estrellas Sprint,HAPSA,1,G1,Argentina Gran Premio Estrellas,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1600,Mile,Dirt,Gran Premio Estrellas Mile,HAPSA,1,G1,Argentina Gran Premio Estrellas,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,2000,Medium,Dirt,Gran Premio Estrellas Classic,HAPSA,1,G1,Argentina Gran Premio Estrellas,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1800,Mile,Dirt,Gran Premio Estrellas Distaff,HAPSA,1,G1,Argentina Gran Premio Estrellas,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1600,Mile,Dirt,Gran Premio Polla de Potrancas,HAPSA,1,G1,Argentina Triple Tiara,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1600,Mile,Dirt,Gran Premio Polla de Potrillos,HAPSA,1,G1,Argentina Triple Crown,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,2400,Long,Turf,Gran Premio General San Martin,HAPSA,1,G1,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,2000,Medium,Dirt,Gran Premio Selección,HAPSA,1,G1,Argentina Triple Tiara,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,2500,Long,Dirt,Gran Premio Nacional,HAPSA,1,G1,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1000,Sprint,Dirt,Gran Premio Maipú,HAPSA,1,G1,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1600,Mile,Dirt,Gran Premio Palermo,HAPSA,1,G1,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,2100,Medium,Dirt,Gran Premio Latinoamericano,HAPSA,1,G1,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,2100,Medium,Turf,Gran Premio Latinoamericano,HAPSA,1,G1,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,2200,Medium,Turf,Premio Clásico Apertura,HAPSA,2,G2,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1600,Mile,Turf,Clásico Miguel A. y T. Juárez Celman,HAPSA,2,G2,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1200,Sprint,Dirt,Clásico Saturnino J. Unzué,HAPSA,2,G2,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1200,Sprint,Dirt,Clásico Santiago Luro,HAPSA,2,G2,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,2000,Medium,Dirt,Clásico Arturo R. y A. Bullrich,HAPSA,2,G2,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,2000,Medium,Dirt,Clásico Otoño,HAPSA,2,G2,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1600,Mile,Dirt,Clásico Benito Villanueva,HAPSA,2,G2,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,2500,Long,Dirt,Premio Clásico General Belgrano,HAPSA,2,G2,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,2400,Long,Turf,Clásico Chacabuco,HAPSA,2,G2,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,2500,Long,Dirt,"Clásico Ignacio, Ignacio F. e Ignacio Correas",HAPSA,2,G2,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1800,Mile,Dirt,Clásico Perú,HAPSA,2,G2,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1600,Mile,Dirt,Clásico General Luis María Campos,HAPSA,2,G2,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1600,Mile,Dirt,Clásico Miguel Cané,HAPSA,2,G2,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,2400,Long,Turf,Premio Clásico Comparación,HAPSA,2,G2,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1800,Mile,Dirt,Clásico Francisco J. Beazley,HAPSA,2,G2,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,2200,Medium,Dirt,Premio Clásico Chile,HAPSA,2,G2,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,2200,Medium,Dirt,Premio Clásico Eduardo Casey,HAPSA,2,G2,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1000,Sprint,Dirt,Clásico Venezuela,HAPSA,2,G2,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,2200,Medium,Dirt,Premio Clásico Ramón Biaus,HAPSA,2,G2,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1600,Mile,Dirt,Clásico Carlos Tomkinson,HAPSA,2,G2,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1600,Mile,Turf,Clásico Buenos Aires,HAPSA,3,G3,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1000,Sprint,Dirt,Clásico General Francisco B. Bosch,HAPSA,3,G3,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1000,Sprint,Dirt,Clásico Carlos Casares,HAPSA,3,G3,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1000,Sprint,Dirt,Clásico Guillermo Kemmis,HAPSA,3,G3,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1000,Sprint,Dirt,Clásico General Arenales,HAPSA,3,G3,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1000,Sprint,Dirt,Clásico Irlanda,HAPSA,3,G3,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1400,Sprint,Dirt,Clásico Pedro E. y Manuel A. Crespo,HAPSA,3,G3,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1000,Sprint,Dirt,Clásico Estados Unidos de América,HAPSA,3,G3,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1400,Sprint,Turf,Clásico Asociación de Propietarios de Caballos de Carrera,HAPSA,3,G3,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1600,Mile,Dirt,Clásico Círculo Propietarios de Caballerizas de SPC,HAPSA,3,G3,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1000,Sprint,Dirt,Clásico Coronel Pringles,HAPSA,3,G3,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1000,Sprint,Dirt,Clásico General Lavalle,HAPSA,3,G3,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1000,Sprint,Dirt,Clásico República de Panamá,HAPSA,3,G3,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1000,Sprint,Dirt,Clásico Estrellas Junior Sprint,HAPSA,3,G3,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1400,Sprint,Dirt,Clásico Manuel J. Guiraldes,HAPSA,3,G3,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1400,Sprint,Dirt,Clásico Old Man,HAPSA,3,G3,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1600,Mile,Dirt,Clásico Inés Victorica Roca,HAPSA,3,G3,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1600,Mile,Dirt,Clásico Ricardo P. Sauze,HAPSA,3,G3,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1600,Mile,Turf,Clásico República Federativa de Brasil,HAPSA,3,G3,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1000,Sprint,Dirt,Clásico Paraguay,HAPSA,3,G3,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1000,Sprint,Dirt,Clásico México,HAPSA,3,G3,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1800,Mile,Dirt,Clásico Coronel Miguel F. Martínez,HAPSA,3,G3,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,2000,Medium,Dirt,Clásico Italia,HAPSA,3,G3,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1000,Sprint,Dirt,Clásico Lotería de la Ciudad de Buenos Aires,HAPSA,3,G3,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,2500,Long,Dirt,Premio Clásico Vicente L. Casares,HAPSA,3,G3,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1000,Sprint,Dirt,Clásico General Güemes,HAPSA,3,G3,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1400,Sprint,Turf,Clásico República Oriental del Uruguay,HAPSA,3,G3,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,2500,Long,Dirt,Clásico Ayacucho,HAPSA,3,G3,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,2000,Medium,Dirt,Clásico Malvinas Argentinas,HAPSA,4,Local,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1600,Mile,Dirt,Clásico Jamelao,HAPSA,4,Local,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,2000,Medium,Dirt,Clásico Irineo Leguisamo,HAPSA,4,Local,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,2500,Long,Dirt,Clásico Mineral,HAPSA,4,Local,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1200,Sprint,Dirt,Handicap Aniversario Inauguración Hipódromo Argentino,HAPSA,4,Local,,-34.5669,-58.4252
Argentino de Palermo,Argentina,South America,1000,Sprint,Dirt,Clásico Encuentro Provincial,HAPSA,4,Local,,-34.5669,-58.4252
